year,month,medium,gender,age_group,political_lean,partisanship_scenario,diet_threshold,value
2017,1,tv,Female,55+,R,stringent,75,0.075
2017,2,tv,Male,18-24,R,stringent,75,0.036
2017,2,tv,Female,18-24,R,stringent,75,0.031
2017,2,tv,Male,25-34,R,stringent,75,0.031
2017,2,tv,Female,25-34,R,stringent,75,0.025
2017,2,tv,Male,35-44,R,stringent,75,0.043
2017,2,tv,Female,35-44,R,stringent,75,0.029
2017,2,tv,Male,45-54,R,stringent,75,0.079
2017,2,tv,Female,45-54,R,stringent,75,0.047
2017,2,tv,Male,55+,R,stringent,75,0.108
2017,2,tv,Female,55+,R,stringent,75,0.077
2017,3,tv,Male,18-24,R,stringent,75,0.034
2017,3,tv,Female,18-24,R,stringent,75,0.029
2017,3,tv,Male,25-34,R,stringent,75,0.023
2017,3,tv,Female,25-34,R,stringent,75,0.018
2017,3,tv,Male,35-44,R,stringent,75,0.033
2017,3,tv,Female,35-44,R,stringent,75,0.025
2017,3,tv,Male,45-54,R,stringent,75,0.066
2017,3,tv,Female,45-54,R,stringent,75,0.036
2017,3,tv,Male,55+,R,stringent,75,0.094
2017,3,tv,Female,55+,R,stringent,75,0.066
2017,4,tv,Male,18-24,R,stringent,75,0.036
2017,4,tv,Female,18-24,R,stringent,75,0.027
2017,4,tv,Male,25-34,R,stringent,75,0.028
2017,4,tv,Female,25-34,R,stringent,75,0.019
2017,4,tv,Male,35-44,R,stringent,75,0.041
2017,4,tv,Female,35-44,R,stringent,75,0.031
2017,4,tv,Male,45-54,R,stringent,75,0.076
2017,4,tv,Female,45-54,R,stringent,75,0.043
2017,4,tv,Male,55+,R,stringent,75,0.103
2017,4,tv,Female,55+,R,stringent,75,0.071
2017,5,tv,Male,18-24,R,stringent,75,0.030
2017,5,tv,Female,18-24,R,stringent,75,0.030
2017,5,tv,Male,25-34,R,stringent,75,0.023
2017,5,tv,Female,25-34,R,stringent,75,0.019
2017,5,tv,Male,35-44,R,stringent,75,0.035
2017,5,tv,Female,35-44,R,stringent,75,0.026
2017,5,tv,Male,45-54,R,stringent,75,0.061
2017,5,tv,Female,45-54,R,stringent,75,0.038
2017,5,tv,Male,55+,R,stringent,75,0.093
2017,5,tv,Female,55+,R,stringent,75,0.064
2017,6,tv,Male,18-24,R,stringent,75,0.033
2017,6,tv,Female,18-24,R,stringent,75,0.025
2017,6,tv,Male,25-34,R,stringent,75,0.025
2017,6,tv,Female,25-34,R,stringent,75,0.020
2017,6,tv,Male,35-44,R,stringent,75,0.035
2017,6,tv,Female,35-44,R,stringent,75,0.027
2017,6,tv,Male,45-54,R,stringent,75,0.071
2017,6,tv,Female,45-54,R,stringent,75,0.041
2017,6,tv,Male,55+,R,stringent,75,0.096
2017,6,tv,Female,55+,R,stringent,75,0.068
2017,7,tv,Male,18-24,R,stringent,75,0.033
2017,7,tv,Female,18-24,R,stringent,75,0.025
2017,7,tv,Male,25-34,R,stringent,75,0.023
2017,7,tv,Female,25-34,R,stringent,75,0.020
2017,7,tv,Male,35-44,R,stringent,75,0.038
2017,7,tv,Female,35-44,R,stringent,75,0.025
2017,7,tv,Male,45-54,R,stringent,75,0.063
2017,7,tv,Female,45-54,R,stringent,75,0.039
2017,7,tv,Male,55+,R,stringent,75,0.091
2017,7,tv,Female,55+,R,stringent,75,0.066
2017,8,tv,Male,18-24,R,stringent,75,0.032
2017,8,tv,Female,18-24,R,stringent,75,0.028
2017,8,tv,Male,25-34,R,stringent,75,0.021
2017,8,tv,Female,25-34,R,stringent,75,0.017
2017,8,tv,Male,35-44,R,stringent,75,0.033
2017,8,tv,Female,35-44,R,stringent,75,0.024
2017,8,tv,Male,45-54,R,stringent,75,0.059
2017,8,tv,Female,45-54,R,stringent,75,0.036
2017,8,tv,Male,55+,R,stringent,75,0.086
2017,8,tv,Female,55+,R,stringent,75,0.060
2017,9,tv,Male,18-24,R,stringent,75,0.025
2017,9,tv,Female,18-24,R,stringent,75,0.020
2017,9,tv,Male,25-34,R,stringent,75,0.023
2017,9,tv,Female,25-34,R,stringent,75,0.017
2017,9,tv,Male,35-44,R,stringent,75,0.028
2017,9,tv,Female,35-44,R,stringent,75,0.019
2017,9,tv,Male,45-54,R,stringent,75,0.055
2017,9,tv,Female,45-54,R,stringent,75,0.031
2017,9,tv,Male,55+,R,stringent,75,0.081
2017,9,tv,Female,55+,R,stringent,75,0.057
2017,11,tv,Male,18-24,R,stringent,75,0.024
2017,11,tv,Female,18-24,R,stringent,75,0.025
2017,11,tv,Male,25-34,R,stringent,75,0.022
2017,11,tv,Female,25-34,R,stringent,75,0.018
2017,11,tv,Male,35-44,R,stringent,75,0.030
2017,11,tv,Female,35-44,R,stringent,75,0.022
2017,11,tv,Male,45-54,R,stringent,75,0.062
2017,11,tv,Female,45-54,R,stringent,75,0.036
2017,11,tv,Male,55+,R,stringent,75,0.095
2017,11,tv,Female,55+,R,stringent,75,0.066
2017,12,tv,Male,18-24,R,stringent,75,0.035
2017,12,tv,Female,18-24,R,stringent,75,0.026
2017,12,tv,Male,25-34,R,stringent,75,0.025
2017,12,tv,Female,25-34,R,stringent,75,0.019
2017,12,tv,Male,35-44,R,stringent,75,0.034
2017,12,tv,Female,35-44,R,stringent,75,0.025
2017,12,tv,Male,45-54,R,stringent,75,0.062
2017,12,tv,Female,45-54,R,stringent,75,0.039
2017,12,tv,Male,55+,R,stringent,75,0.090
2017,12,tv,Female,55+,R,stringent,75,0.061
2018,1,tv,Male,18-24,R,stringent,75,0.032
2018,1,tv,Female,18-24,R,stringent,75,0.022
2018,1,tv,Male,25-34,R,stringent,75,0.025
2018,1,tv,Female,25-34,R,stringent,75,0.022
2018,1,tv,Male,35-44,R,stringent,75,0.033
2018,1,tv,Female,35-44,R,stringent,75,0.025
2018,1,tv,Male,45-54,R,stringent,75,0.062
2018,1,tv,Female,45-54,R,stringent,75,0.037
2018,1,tv,Male,55+,R,stringent,75,0.094
2018,1,tv,Female,55+,R,stringent,75,0.065
2018,2,tv,Male,18-24,R,stringent,75,0.030
2018,2,tv,Female,18-24,R,stringent,75,0.022
2018,2,tv,Male,25-34,R,stringent,75,0.025
2018,2,tv,Female,25-34,R,stringent,75,0.018
2018,2,tv,Male,35-44,R,stringent,75,0.028
2018,2,tv,Female,35-44,R,stringent,75,0.023
2018,2,tv,Male,45-54,R,stringent,75,0.061
2018,2,tv,Female,45-54,R,stringent,75,0.039
2018,2,tv,Male,55+,R,stringent,75,0.089
2018,2,tv,Female,55+,R,stringent,75,0.061
2018,3,tv,Male,18-24,R,stringent,75,0.027
2018,3,tv,Female,18-24,R,stringent,75,0.024
2018,3,tv,Male,25-34,R,stringent,75,0.024
2018,3,tv,Female,25-34,R,stringent,75,0.018
2018,3,tv,Male,35-44,R,stringent,75,0.027
2018,3,tv,Female,35-44,R,stringent,75,0.022
2018,3,tv,Male,45-54,R,stringent,75,0.060
2018,3,tv,Female,45-54,R,stringent,75,0.038
2018,3,tv,Male,55+,R,stringent,75,0.091
2018,3,tv,Female,55+,R,stringent,75,0.061
2018,4,tv,Male,18-24,R,stringent,75,0.030
2018,4,tv,Female,18-24,R,stringent,75,0.028
2018,4,tv,Male,25-34,R,stringent,75,0.027
2018,4,tv,Female,25-34,R,stringent,75,0.021
2018,4,tv,Male,35-44,R,stringent,75,0.031
2018,4,tv,Female,35-44,R,stringent,75,0.031
2018,4,tv,Male,45-54,R,stringent,75,0.064
2018,4,tv,Female,45-54,R,stringent,75,0.041
2018,4,tv,Male,55+,R,stringent,75,0.096
2018,4,tv,Female,55+,R,stringent,75,0.065
2018,5,tv,Male,18-24,R,stringent,75,0.027
2018,5,tv,Female,18-24,R,stringent,75,0.028
2018,5,tv,Male,25-34,R,stringent,75,0.025
2018,5,tv,Female,25-34,R,stringent,75,0.016
2018,5,tv,Male,35-44,R,stringent,75,0.027
2018,5,tv,Female,35-44,R,stringent,75,0.024
2018,5,tv,Male,45-54,R,stringent,75,0.062
2018,5,tv,Female,45-54,R,stringent,75,0.035
2018,5,tv,Male,55+,R,stringent,75,0.093
2018,5,tv,Female,55+,R,stringent,75,0.060
2018,6,tv,Male,18-24,R,stringent,75,0.025
2018,6,tv,Female,18-24,R,stringent,75,0.027
2018,6,tv,Male,25-34,R,stringent,75,0.027
2018,6,tv,Female,25-34,R,stringent,75,0.018
2018,6,tv,Male,35-44,R,stringent,75,0.030
2018,6,tv,Female,35-44,R,stringent,75,0.029
2018,6,tv,Male,45-54,R,stringent,75,0.067
2018,6,tv,Female,45-54,R,stringent,75,0.043
2018,6,tv,Male,55+,R,stringent,75,0.095
2018,6,tv,Female,55+,R,stringent,75,0.066
2018,7,tv,Male,18-24,R,stringent,75,0.028
2018,7,tv,Female,18-24,R,stringent,75,0.023
2018,7,tv,Male,25-34,R,stringent,75,0.025
2018,7,tv,Female,25-34,R,stringent,75,0.021
2018,7,tv,Male,35-44,R,stringent,75,0.029
2018,7,tv,Female,35-44,R,stringent,75,0.026
2018,7,tv,Male,45-54,R,stringent,75,0.061
2018,7,tv,Female,45-54,R,stringent,75,0.041
2018,7,tv,Male,55+,R,stringent,75,0.091
2018,7,tv,Female,55+,R,stringent,75,0.063
2018,8,tv,Male,18-24,R,stringent,75,0.029
2018,8,tv,Female,18-24,R,stringent,75,0.023
2018,8,tv,Male,25-34,R,stringent,75,0.027
2018,8,tv,Female,25-34,R,stringent,75,0.019
2018,8,tv,Male,35-44,R,stringent,75,0.029
2018,8,tv,Female,35-44,R,stringent,75,0.027
2018,8,tv,Male,45-54,R,stringent,75,0.057
2018,8,tv,Female,45-54,R,stringent,75,0.037
2018,8,tv,Male,55+,R,stringent,75,0.090
2018,8,tv,Female,55+,R,stringent,75,0.064
2018,9,tv,Male,18-24,R,stringent,75,0.028
2018,9,tv,Female,18-24,R,stringent,75,0.021
2018,9,tv,Male,25-34,R,stringent,75,0.022
2018,9,tv,Female,25-34,R,stringent,75,0.016
2018,9,tv,Male,35-44,R,stringent,75,0.029
2018,9,tv,Female,35-44,R,stringent,75,0.023
2018,9,tv,Male,45-54,R,stringent,75,0.053
2018,9,tv,Female,45-54,R,stringent,75,0.035
2018,9,tv,Male,55+,R,stringent,75,0.086
2018,9,tv,Female,55+,R,stringent,75,0.065
2018,10,tv,Male,18-24,R,stringent,75,0.031
2018,10,tv,Female,18-24,R,stringent,75,0.026
2018,10,tv,Male,25-34,R,stringent,75,0.026
2018,10,tv,Female,25-34,R,stringent,75,0.022
2018,10,tv,Male,35-44,R,stringent,75,0.031
2018,10,tv,Female,35-44,R,stringent,75,0.025
2018,10,tv,Male,45-54,R,stringent,75,0.059
2018,10,tv,Female,45-54,R,stringent,75,0.042
2018,10,tv,Male,55+,R,stringent,75,0.096
2018,10,tv,Female,55+,R,stringent,75,0.069
2018,11,tv,Male,18-24,R,stringent,75,0.029
2018,11,tv,Female,18-24,R,stringent,75,0.026
2018,11,tv,Male,25-34,R,stringent,75,0.024
2018,11,tv,Female,25-34,R,stringent,75,0.024
2018,11,tv,Male,35-44,R,stringent,75,0.034
2018,11,tv,Female,35-44,R,stringent,75,0.027
2018,11,tv,Male,45-54,R,stringent,75,0.057
2018,11,tv,Female,45-54,R,stringent,75,0.042
2018,11,tv,Male,55+,R,stringent,75,0.094
2018,11,tv,Female,55+,R,stringent,75,0.067
2018,12,tv,Male,18-24,R,stringent,75,0.026
2018,12,tv,Female,18-24,R,stringent,75,0.023
2018,12,tv,Male,25-34,R,stringent,75,0.022
2018,12,tv,Female,25-34,R,stringent,75,0.016
2018,12,tv,Male,35-44,R,stringent,75,0.028
2018,12,tv,Female,35-44,R,stringent,75,0.022
2018,12,tv,Male,45-54,R,stringent,75,0.049
2018,12,tv,Female,45-54,R,stringent,75,0.034
2018,12,tv,Male,55+,R,stringent,75,0.085
2018,12,tv,Female,55+,R,stringent,75,0.061
2019,1,tv,Male,18-24,R,stringent,75,0.030
2019,1,tv,Female,18-24,R,stringent,75,0.024
2019,1,tv,Male,25-34,R,stringent,75,0.024
2019,1,tv,Female,25-34,R,stringent,75,0.020
2019,1,tv,Male,35-44,R,stringent,75,0.029
2019,1,tv,Female,35-44,R,stringent,75,0.022
2019,1,tv,Male,45-54,R,stringent,75,0.056
2019,1,tv,Female,45-54,R,stringent,75,0.038
2019,1,tv,Male,55+,R,stringent,75,0.092
2019,1,tv,Female,55+,R,stringent,75,0.066
2019,2,tv,Male,18-24,R,stringent,75,0.030
2019,2,tv,Female,18-24,R,stringent,75,0.028
2019,2,tv,Male,25-34,R,stringent,75,0.025
2019,2,tv,Female,25-34,R,stringent,75,0.020
2019,2,tv,Male,35-44,R,stringent,75,0.032
2019,2,tv,Female,35-44,R,stringent,75,0.023
2019,2,tv,Male,45-54,R,stringent,75,0.064
2019,2,tv,Female,45-54,R,stringent,75,0.044
2019,2,tv,Male,55+,R,stringent,75,0.097
2019,2,tv,Female,55+,R,stringent,75,0.071
2019,3,tv,Male,18-24,R,stringent,75,0.022
2019,3,tv,Female,18-24,R,stringent,75,0.030
2019,3,tv,Male,25-34,R,stringent,75,0.020
2019,3,tv,Female,25-34,R,stringent,75,0.016
2019,3,tv,Male,35-44,R,stringent,75,0.030
2019,3,tv,Female,35-44,R,stringent,75,0.019
2019,3,tv,Male,45-54,R,stringent,75,0.054
2019,3,tv,Female,45-54,R,stringent,75,0.038
2019,3,tv,Male,55+,R,stringent,75,0.092
2019,3,tv,Female,55+,R,stringent,75,0.068
2019,4,tv,Male,18-24,R,stringent,75,0.033
2019,4,tv,Female,18-24,R,stringent,75,0.024
2019,4,tv,Male,25-34,R,stringent,75,0.022
2019,4,tv,Female,25-34,R,stringent,75,0.018
2019,4,tv,Male,35-44,R,stringent,75,0.028
2019,4,tv,Female,35-44,R,stringent,75,0.023
2019,4,tv,Male,45-54,R,stringent,75,0.056
2019,4,tv,Female,45-54,R,stringent,75,0.040
2019,4,tv,Male,55+,R,stringent,75,0.096
2019,4,tv,Female,55+,R,stringent,75,0.071
2019,5,tv,Male,18-24,R,stringent,75,0.027
2019,5,tv,Female,18-24,R,stringent,75,0.027
2019,5,tv,Male,25-34,R,stringent,75,0.025
2019,5,tv,Female,25-34,R,stringent,75,0.018
2019,5,tv,Male,35-44,R,stringent,75,0.025
2019,5,tv,Female,35-44,R,stringent,75,0.019
2019,5,tv,Male,45-54,R,stringent,75,0.049
2019,5,tv,Female,45-54,R,stringent,75,0.036
2019,5,tv,Male,55+,R,stringent,75,0.089
2019,5,tv,Female,55+,R,stringent,75,0.065
2019,6,tv,Male,18-24,R,stringent,75,0.028
2019,6,tv,Female,18-24,R,stringent,75,0.026
2019,6,tv,Male,25-34,R,stringent,75,0.022
2019,6,tv,Female,25-34,R,stringent,75,0.017
2019,6,tv,Male,35-44,R,stringent,75,0.026
2019,6,tv,Female,35-44,R,stringent,75,0.022
2019,6,tv,Male,45-54,R,stringent,75,0.050
2019,6,tv,Female,45-54,R,stringent,75,0.033
2019,6,tv,Male,55+,R,stringent,75,0.088
2019,6,tv,Female,55+,R,stringent,75,0.064
2019,7,tv,Male,18-24,R,stringent,75,0.031
2019,7,tv,Female,18-24,R,stringent,75,0.025
2019,7,tv,Male,25-34,R,stringent,75,0.022
2019,7,tv,Female,25-34,R,stringent,75,0.018
2019,7,tv,Male,35-44,R,stringent,75,0.028
2019,7,tv,Female,35-44,R,stringent,75,0.021
2019,7,tv,Male,45-54,R,stringent,75,0.054
2019,7,tv,Female,45-54,R,stringent,75,0.039
2019,7,tv,Male,55+,R,stringent,75,0.092
2019,7,tv,Female,55+,R,stringent,75,0.067
2019,8,tv,Male,18-24,R,stringent,75,0.031
2019,8,tv,Female,18-24,R,stringent,75,0.027
2019,8,tv,Male,25-34,R,stringent,75,0.026
2019,8,tv,Female,25-34,R,stringent,75,0.019
2019,8,tv,Male,35-44,R,stringent,75,0.031
2019,8,tv,Female,35-44,R,stringent,75,0.024
2019,8,tv,Male,45-54,R,stringent,75,0.057
2019,8,tv,Female,45-54,R,stringent,75,0.042
2019,8,tv,Male,55+,R,stringent,75,0.094
2019,8,tv,Female,55+,R,stringent,75,0.068
2019,9,tv,Male,18-24,R,stringent,75,0.022
2019,9,tv,Female,18-24,R,stringent,75,0.026
2019,9,tv,Male,25-34,R,stringent,75,0.017
2019,9,tv,Female,25-34,R,stringent,75,0.018
2019,9,tv,Male,35-44,R,stringent,75,0.025
2019,9,tv,Female,35-44,R,stringent,75,0.021
2019,9,tv,Male,45-54,R,stringent,75,0.050
2019,9,tv,Female,45-54,R,stringent,75,0.034
2019,9,tv,Male,55+,R,stringent,75,0.087
2019,9,tv,Female,55+,R,stringent,75,0.062
2019,10,tv,Male,18-24,R,stringent,75,0.028
2019,10,tv,Female,18-24,R,stringent,75,0.027
2019,10,tv,Male,25-34,R,stringent,75,0.019
2019,10,tv,Female,25-34,R,stringent,75,0.016
2019,10,tv,Male,35-44,R,stringent,75,0.026
2019,10,tv,Female,35-44,R,stringent,75,0.021
2019,10,tv,Male,45-54,R,stringent,75,0.057
2019,10,tv,Female,45-54,R,stringent,75,0.042
2019,10,tv,Male,55+,R,stringent,75,0.100
2019,10,tv,Female,55+,R,stringent,75,0.070
2019,11,tv,Male,18-24,R,stringent,75,0.024
2019,11,tv,Female,18-24,R,stringent,75,0.032
2019,11,tv,Male,25-34,R,stringent,75,0.024
2019,11,tv,Female,25-34,R,stringent,75,0.019
2019,11,tv,Male,35-44,R,stringent,75,0.028
2019,11,tv,Female,35-44,R,stringent,75,0.018
2019,11,tv,Male,45-54,R,stringent,75,0.055
2019,11,tv,Female,45-54,R,stringent,75,0.043
2019,11,tv,Male,55+,R,stringent,75,0.099
2019,11,tv,Female,55+,R,stringent,75,0.071
2019,12,tv,Male,18-24,R,stringent,75,0.025
2019,12,tv,Female,18-24,R,stringent,75,0.030
2019,12,tv,Male,25-34,R,stringent,75,0.020
2019,12,tv,Female,25-34,R,stringent,75,0.018
2019,12,tv,Male,35-44,R,stringent,75,0.029
2019,12,tv,Female,35-44,R,stringent,75,0.021
2019,12,tv,Male,45-54,R,stringent,75,0.058
2019,12,tv,Female,45-54,R,stringent,75,0.047
2019,12,tv,Male,55+,R,stringent,75,0.096
2019,12,tv,Female,55+,R,stringent,75,0.069
2020,1,tv,Male,18-24,R,stringent,75,0.033
2020,1,tv,Female,18-24,R,stringent,75,0.031
2020,1,tv,Male,25-34,R,stringent,75,0.031
2020,1,tv,Female,25-34,R,stringent,75,0.022
2020,1,tv,Male,35-44,R,stringent,75,0.038
2020,1,tv,Female,35-44,R,stringent,75,0.026
2020,1,tv,Male,45-54,R,stringent,75,0.066
2020,1,tv,Female,45-54,R,stringent,75,0.049
2020,1,tv,Male,55+,R,stringent,75,0.101
2020,1,tv,Female,55+,R,stringent,75,0.072
2020,2,tv,Male,18-24,R,stringent,75,0.029
2020,2,tv,Female,18-24,R,stringent,75,0.028
2020,2,tv,Male,25-34,R,stringent,75,0.030
2020,2,tv,Female,25-34,R,stringent,75,0.023
2020,2,tv,Male,35-44,R,stringent,75,0.038
2020,2,tv,Female,35-44,R,stringent,75,0.028
2020,2,tv,Male,45-54,R,stringent,75,0.066
2020,2,tv,Female,45-54,R,stringent,75,0.051
2020,2,tv,Male,55+,R,stringent,75,0.107
2020,2,tv,Female,55+,R,stringent,75,0.075
2020,3,tv,Male,18-24,R,stringent,75,0.039
2020,3,tv,Female,18-24,R,stringent,75,0.043
2020,3,tv,Male,25-34,R,stringent,75,0.036
2020,3,tv,Female,25-34,R,stringent,75,0.024
2020,3,tv,Male,35-44,R,stringent,75,0.042
2020,3,tv,Female,35-44,R,stringent,75,0.033
2020,3,tv,Male,45-54,R,stringent,75,0.071
2020,3,tv,Female,45-54,R,stringent,75,0.054
2020,3,tv,Male,55+,R,stringent,75,0.105
2020,3,tv,Female,55+,R,stringent,75,0.077
2020,4,tv,Male,18-24,R,stringent,75,0.037
2020,4,tv,Female,18-24,R,stringent,75,0.043
2020,4,tv,Male,25-34,R,stringent,75,0.034
2020,4,tv,Female,25-34,R,stringent,75,0.028
2020,4,tv,Male,35-44,R,stringent,75,0.042
2020,4,tv,Female,35-44,R,stringent,75,0.037
2020,4,tv,Male,45-54,R,stringent,75,0.076
2020,4,tv,Female,45-54,R,stringent,75,0.055
2020,4,tv,Male,55+,R,stringent,75,0.107
2020,4,tv,Female,55+,R,stringent,75,0.081
2020,5,tv,Male,18-24,R,stringent,75,0.034
2020,5,tv,Female,18-24,R,stringent,75,0.035
2020,5,tv,Male,25-34,R,stringent,75,0.026
2020,5,tv,Female,25-34,R,stringent,75,0.023
2020,5,tv,Male,35-44,R,stringent,75,0.037
2020,5,tv,Female,35-44,R,stringent,75,0.030
2020,5,tv,Male,45-54,R,stringent,75,0.067
2020,5,tv,Female,45-54,R,stringent,75,0.055
2020,5,tv,Male,55+,R,stringent,75,0.107
2020,5,tv,Female,55+,R,stringent,75,0.079
2020,6,tv,Male,18-24,R,stringent,75,0.034
2020,6,tv,Female,18-24,R,stringent,75,0.033
2020,6,tv,Male,25-34,R,stringent,75,0.025
2020,6,tv,Female,25-34,R,stringent,75,0.025
2020,6,tv,Male,35-44,R,stringent,75,0.036
2020,6,tv,Female,35-44,R,stringent,75,0.032
2020,6,tv,Male,45-54,R,stringent,75,0.066
2020,6,tv,Female,45-54,R,stringent,75,0.052
2020,6,tv,Male,55+,R,stringent,75,0.104
2020,6,tv,Female,55+,R,stringent,75,0.076
2020,7,tv,Male,18-24,R,stringent,75,0.024
2020,7,tv,Female,18-24,R,stringent,75,0.033
2020,7,tv,Male,25-34,R,stringent,75,0.026
2020,7,tv,Female,25-34,R,stringent,75,0.024
2020,7,tv,Male,35-44,R,stringent,75,0.038
2020,7,tv,Female,35-44,R,stringent,75,0.030
2020,7,tv,Male,45-54,R,stringent,75,0.066
2020,7,tv,Female,45-54,R,stringent,75,0.054
2020,7,tv,Male,55+,R,stringent,75,0.104
2020,7,tv,Female,55+,R,stringent,75,0.077
2020,8,tv,Male,18-24,R,stringent,75,0.036
2020,8,tv,Female,18-24,R,stringent,75,0.037
2020,8,tv,Male,25-34,R,stringent,75,0.030
2020,8,tv,Female,25-34,R,stringent,75,0.026
2020,8,tv,Male,35-44,R,stringent,75,0.042
2020,8,tv,Female,35-44,R,stringent,75,0.033
2020,8,tv,Male,45-54,R,stringent,75,0.070
2020,8,tv,Female,45-54,R,stringent,75,0.054
2020,8,tv,Male,55+,R,stringent,75,0.107
2020,8,tv,Female,55+,R,stringent,75,0.081
2020,9,tv,Male,18-24,R,stringent,75,0.035
2020,9,tv,Female,18-24,R,stringent,75,0.043
2020,9,tv,Male,25-34,R,stringent,75,0.038
2020,9,tv,Female,25-34,R,stringent,75,0.032
2020,9,tv,Male,35-44,R,stringent,75,0.043
2020,9,tv,Female,35-44,R,stringent,75,0.035
2020,9,tv,Male,45-54,R,stringent,75,0.077
2020,9,tv,Female,45-54,R,stringent,75,0.063
2020,9,tv,Male,55+,R,stringent,75,0.112
2020,9,tv,Female,55+,R,stringent,75,0.087
2020,10,tv,Male,18-24,R,stringent,75,0.038
2020,10,tv,Female,18-24,R,stringent,75,0.041
2020,10,tv,Male,25-34,R,stringent,75,0.036
2020,10,tv,Female,25-34,R,stringent,75,0.032
2020,10,tv,Male,35-44,R,stringent,75,0.046
2020,10,tv,Female,35-44,R,stringent,75,0.038
2020,10,tv,Male,45-54,R,stringent,75,0.079
2020,10,tv,Female,45-54,R,stringent,75,0.064
2020,10,tv,Male,55+,R,stringent,75,0.120
2020,10,tv,Female,55+,R,stringent,75,0.093
2020,11,tv,Male,18-24,R,stringent,75,0.049
2020,11,tv,Female,18-24,R,stringent,75,0.050
2020,11,tv,Male,25-34,R,stringent,75,0.049
2020,11,tv,Female,25-34,R,stringent,75,0.047
2020,11,tv,Male,35-44,R,stringent,75,0.063
2020,11,tv,Female,35-44,R,stringent,75,0.049
2020,11,tv,Male,45-54,R,stringent,75,0.083
2020,11,tv,Female,45-54,R,stringent,75,0.067
2020,11,tv,Male,55+,R,stringent,75,0.116
2020,11,tv,Female,55+,R,stringent,75,0.092
2020,12,tv,Male,18-24,R,stringent,75,0.024
2020,12,tv,Female,18-24,R,stringent,75,0.030
2020,12,tv,Male,25-34,R,stringent,75,0.023
2020,12,tv,Female,25-34,R,stringent,75,0.023
2020,12,tv,Male,35-44,R,stringent,75,0.029
2020,12,tv,Female,35-44,R,stringent,75,0.024
2020,12,tv,Male,45-54,R,stringent,75,0.058
2020,12,tv,Female,45-54,R,stringent,75,0.044
2020,12,tv,Male,55+,R,stringent,75,0.096
2020,12,tv,Female,55+,R,stringent,75,0.076
2021,1,tv,Male,18-24,R,stringent,75,0.024
2021,1,tv,Female,18-24,R,stringent,75,0.031
2021,1,tv,Male,25-34,R,stringent,75,0.030
2021,1,tv,Female,25-34,R,stringent,75,0.030
2021,1,tv,Male,35-44,R,stringent,75,0.038
2021,1,tv,Female,35-44,R,stringent,75,0.028
2021,1,tv,Male,45-54,R,stringent,75,0.065
2021,1,tv,Female,45-54,R,stringent,75,0.053
2021,1,tv,Male,55+,R,stringent,75,0.097
2021,1,tv,Female,55+,R,stringent,75,0.076
2021,2,tv,Male,18-24,R,stringent,75,0.021
2021,2,tv,Female,18-24,R,stringent,75,0.028
2021,2,tv,Male,25-34,R,stringent,75,0.020
2021,2,tv,Female,25-34,R,stringent,75,0.015
2021,2,tv,Male,35-44,R,stringent,75,0.030
2021,2,tv,Female,35-44,R,stringent,75,0.021
2021,2,tv,Male,45-54,R,stringent,75,0.057
2021,2,tv,Female,45-54,R,stringent,75,0.045
2021,2,tv,Male,55+,R,stringent,75,0.094
2021,2,tv,Female,55+,R,stringent,75,0.072
2021,3,tv,Male,18-24,R,stringent,75,0.017
2021,3,tv,Female,18-24,R,stringent,75,0.027
2021,3,tv,Male,25-34,R,stringent,75,0.022
2021,3,tv,Female,25-34,R,stringent,75,0.016
2021,3,tv,Male,35-44,R,stringent,75,0.026
2021,3,tv,Female,35-44,R,stringent,75,0.019
2021,3,tv,Male,45-54,R,stringent,75,0.049
2021,3,tv,Female,45-54,R,stringent,75,0.041
2021,3,tv,Male,55+,R,stringent,75,0.090
2021,3,tv,Female,55+,R,stringent,75,0.067
2021,4,tv,Male,18-24,R,stringent,75,0.019
2021,4,tv,Female,18-24,R,stringent,75,0.026
2021,4,tv,Male,25-34,R,stringent,75,0.025
2021,4,tv,Female,25-34,R,stringent,75,0.019
2021,4,tv,Male,35-44,R,stringent,75,0.033
2021,4,tv,Female,35-44,R,stringent,75,0.023
2021,4,tv,Male,45-54,R,stringent,75,0.057
2021,4,tv,Female,45-54,R,stringent,75,0.044
2021,4,tv,Male,55+,R,stringent,75,0.089
2021,4,tv,Female,55+,R,stringent,75,0.069
2021,5,tv,Male,18-24,R,stringent,75,0.018
2021,5,tv,Female,18-24,R,stringent,75,0.026
2021,5,tv,Male,25-34,R,stringent,75,0.018
2021,5,tv,Female,25-34,R,stringent,75,0.017
2021,5,tv,Male,35-44,R,stringent,75,0.030
2021,5,tv,Female,35-44,R,stringent,75,0.018
2021,5,tv,Male,45-54,R,stringent,75,0.053
2021,5,tv,Female,45-54,R,stringent,75,0.041
2021,5,tv,Male,55+,R,stringent,75,0.092
2021,5,tv,Female,55+,R,stringent,75,0.068
2021,6,tv,Male,18-24,R,stringent,75,0.017
2021,6,tv,Female,18-24,R,stringent,75,0.021
2021,6,tv,Male,25-34,R,stringent,75,0.018
2021,6,tv,Female,25-34,R,stringent,75,0.014
2021,6,tv,Male,35-44,R,stringent,75,0.030
2021,6,tv,Female,35-44,R,stringent,75,0.020
2021,6,tv,Male,45-54,R,stringent,75,0.050
2021,6,tv,Female,45-54,R,stringent,75,0.044
2021,6,tv,Male,55+,R,stringent,75,0.086
2021,6,tv,Female,55+,R,stringent,75,0.067
