year,month,medium,gender,age_group,ethnicity,political_lean,partisanship_scenario,diet_threshold,value
2021,7,web,All,All,black,L,stringent,50,0.006
2021,7,web,All,All,hispanic,L,stringent,50,0.008
2021,7,web,All,All,white+other,L,stringent,50,0.006
2021,7,web,Female,18-24,All,L,stringent,50,0.009
2021,7,web,Female,25-34,All,L,stringent,50,0.011
2021,7,web,Female,35-44,All,L,stringent,50,0.006
2021,7,web,Female,45-54,All,L,stringent,50,0.004
2021,7,web,Female,55+,All,L,stringent,50,0.007
2021,7,web,Female,All,All,L,stringent,50,0.007
2021,7,web,Female,All,asian,L,stringent,50,0.006
2021,7,web,Female,All,black,L,stringent,50,0.006
2021,7,web,Female,All,hispanic,L,stringent,50,0.006
2021,7,web,Female,All,white+other,L,stringent,50,0.008
2021,7,web,Male,18-24,All,L,stringent,50,0.006
2021,7,web,Male,25-34,All,L,stringent,50,0.001
2021,7,web,Male,35-44,All,L,stringent,50,0.001
2021,7,web,Male,45-54,All,L,stringent,50,0.007
2021,7,web,Male,55+,All,L,stringent,50,0.008
2021,7,web,Male,All,All,L,stringent,50,0.006
2021,7,web,Male,All,asian,L,stringent,50,0.002
2021,7,web,Male,All,black,L,stringent,50,0.004
2021,7,web,Male,All,hispanic,L,stringent,50,0.010
2021,7,web,Male,All,white+other,L,stringent,50,0.005
2021,8,web,All,18-24,All,L,stringent,50,0.008
2021,8,web,All,18-24,asian,L,stringent,50,0.016
2021,8,web,All,18-24,black,L,stringent,50,0.007
2021,8,web,All,18-24,hispanic,L,stringent,50,0.001
2021,8,web,All,18-24,white+other,L,stringent,50,0.010
2021,8,web,All,25-34,All,L,stringent,50,0.003
2021,8,web,All,25-34,asian,L,stringent,50,0.004
2021,8,web,All,25-34,black,L,stringent,50,0.002
2021,8,web,All,25-34,hispanic,L,stringent,50,0.004
2021,8,web,All,25-34,white+other,L,stringent,50,0.003
2021,8,web,All,35-44,All,L,stringent,50,0.005
2021,8,web,All,35-44,asian,L,stringent,50,0.001
2021,8,web,All,35-44,black,L,stringent,50,0.004
2021,8,web,All,35-44,hispanic,L,stringent,50,0.004
2021,8,web,All,35-44,white+other,L,stringent,50,0.006
2021,8,web,All,45-54,All,L,stringent,50,0.004
2021,8,web,All,45-54,asian,L,stringent,50,0.000
2021,8,web,All,45-54,black,L,stringent,50,0.006
2021,8,web,All,45-54,hispanic,L,stringent,50,0.000
2021,8,web,All,45-54,white+other,L,stringent,50,0.005
2021,8,web,All,55+,All,L,stringent,50,0.005
2021,8,web,All,55+,asian,L,stringent,50,0.000
2021,8,web,All,55+,black,L,stringent,50,0.003
2021,8,web,All,55+,hispanic,L,stringent,50,0.004
2021,8,web,All,55+,white+other,L,stringent,50,0.006
2021,8,web,All,All,All,L,stringent,50,0.005
2021,8,web,All,All,asian,L,stringent,50,0.004
2021,8,web,All,All,black,L,stringent,50,0.004
2021,8,web,All,All,hispanic,L,stringent,50,0.003
2021,8,web,All,All,white+other,L,stringent,50,0.006
2021,8,web,Female,18-24,All,L,stringent,50,0.007
2021,8,web,Female,25-34,All,L,stringent,50,0.005
2021,8,web,Female,35-44,All,L,stringent,50,0.008
2021,8,web,Female,45-54,All,L,stringent,50,0.004
2021,8,web,Female,55+,All,L,stringent,50,0.005
2021,8,web,Female,All,All,L,stringent,50,0.005
2021,8,web,Female,All,asian,L,stringent,50,0.001
2021,8,web,Female,All,black,L,stringent,50,0.006
2021,8,web,Female,All,hispanic,L,stringent,50,0.004
2021,8,web,Female,All,white+other,L,stringent,50,0.006
2021,8,web,Male,18-24,All,L,stringent,50,0.008
2021,8,web,Male,25-34,All,L,stringent,50,0.002
2021,8,web,Male,35-44,All,L,stringent,50,0.002
2021,8,web,Male,45-54,All,L,stringent,50,0.004
2021,8,web,Male,55+,All,L,stringent,50,0.006
2021,8,web,Male,All,All,L,stringent,50,0.004
2021,8,web,Male,All,asian,L,stringent,50,0.007
2021,8,web,Male,All,black,L,stringent,50,0.002
2021,8,web,Male,All,hispanic,L,stringent,50,0.002
2021,8,web,Male,All,white+other,L,stringent,50,0.005
2021,9,web,All,18-24,All,L,stringent,50,0.012
2021,9,web,All,18-24,asian,L,stringent,50,0.012
2021,9,web,All,18-24,black,L,stringent,50,0.016
2021,9,web,All,18-24,hispanic,L,stringent,50,0.015
2021,9,web,All,18-24,white+other,L,stringent,50,0.010
2021,9,web,All,25-34,All,L,stringent,50,0.006
2021,9,web,All,25-34,asian,L,stringent,50,0.006
2021,9,web,All,25-34,black,L,stringent,50,0.004
2021,9,web,All,25-34,hispanic,L,stringent,50,0.008
2021,9,web,All,25-34,white+other,L,stringent,50,0.006
2021,9,web,All,35-44,All,L,stringent,50,0.003
2021,9,web,All,35-44,asian,L,stringent,50,0.001
2021,9,web,All,35-44,black,L,stringent,50,0.002
2021,9,web,All,35-44,hispanic,L,stringent,50,0.004
2021,9,web,All,35-44,white+other,L,stringent,50,0.003
2021,9,web,All,45-54,All,L,stringent,50,0.007
2021,9,web,All,45-54,asian,L,stringent,50,0.000
2021,9,web,All,45-54,black,L,stringent,50,0.003
2021,9,web,All,45-54,hispanic,L,stringent,50,0.019
2021,9,web,All,45-54,white+other,L,stringent,50,0.005
2021,9,web,All,55+,All,L,stringent,50,0.007
2021,9,web,All,55+,asian,L,stringent,50,0.001
2021,9,web,All,55+,black,L,stringent,50,0.006
2021,9,web,All,55+,hispanic,L,stringent,50,0.006
2021,9,web,All,55+,white+other,L,stringent,50,0.007
2021,9,web,All,All,All,L,stringent,50,0.007
2021,9,web,All,All,asian,L,stringent,50,0.004
2021,9,web,All,All,black,L,stringent,50,0.006
2021,9,web,All,All,hispanic,L,stringent,50,0.010
2021,9,web,All,All,white+other,L,stringent,50,0.006
2021,9,web,Female,18-24,All,L,stringent,50,0.015
2021,9,web,Female,25-34,All,L,stringent,50,0.006
2021,9,web,Female,35-44,All,L,stringent,50,0.004
2021,9,web,Female,45-54,All,L,stringent,50,0.006
2021,9,web,Female,55+,All,L,stringent,50,0.006
2021,9,web,Female,All,All,L,stringent,50,0.007
2021,9,web,Female,All,asian,L,stringent,50,0.007
2021,9,web,Female,All,black,L,stringent,50,0.008
2021,9,web,Female,All,hispanic,L,stringent,50,0.007
2021,9,web,Female,All,white+other,L,stringent,50,0.006
2021,9,web,Male,18-24,All,L,stringent,50,0.009
2021,9,web,Male,25-34,All,L,stringent,50,0.006
2021,9,web,Male,35-44,All,L,stringent,50,0.002
2021,9,web,Male,45-54,All,L,stringent,50,0.009
2021,9,web,Male,55+,All,L,stringent,50,0.008
2021,9,web,Male,All,All,L,stringent,50,0.007
2021,9,web,Male,All,asian,L,stringent,50,0.002
2021,9,web,Male,All,black,L,stringent,50,0.003
2021,9,web,Male,All,hispanic,L,stringent,50,0.013
2021,9,web,Male,All,white+other,L,stringent,50,0.006
2021,10,web,All,18-24,All,L,stringent,50,0.015
2021,10,web,All,18-24,asian,L,stringent,50,0.016
2021,10,web,All,18-24,black,L,stringent,50,0.025
2021,10,web,All,18-24,hispanic,L,stringent,50,0.014
2021,10,web,All,18-24,white+other,L,stringent,50,0.014
2021,10,web,All,25-34,All,L,stringent,50,0.009
2021,10,web,All,25-34,asian,L,stringent,50,0.043
2021,10,web,All,25-34,black,L,stringent,50,0.011
2021,10,web,All,25-34,hispanic,L,stringent,50,0.008
2021,10,web,All,25-34,white+other,L,stringent,50,0.006
2021,10,web,All,35-44,All,L,stringent,50,0.004
2021,10,web,All,35-44,asian,L,stringent,50,0.003
2021,10,web,All,35-44,black,L,stringent,50,0.008
2021,10,web,All,35-44,hispanic,L,stringent,50,0.002
2021,10,web,All,35-44,white+other,L,stringent,50,0.003
2021,10,web,All,45-54,All,L,stringent,50,0.005
2021,10,web,All,45-54,asian,L,stringent,50,0.001
2021,10,web,All,45-54,black,L,stringent,50,0.009
2021,10,web,All,45-54,hispanic,L,stringent,50,0.000
2021,10,web,All,45-54,white+other,L,stringent,50,0.006
2021,10,web,All,55+,All,L,stringent,50,0.008
2021,10,web,All,55+,asian,L,stringent,50,0.001
2021,10,web,All,55+,black,L,stringent,50,0.005
2021,10,web,All,55+,hispanic,L,stringent,50,0.006
2021,10,web,All,55+,white+other,L,stringent,50,0.009
2021,10,web,All,All,All,L,stringent,50,0.008
2021,10,web,All,All,asian,L,stringent,50,0.012
2021,10,web,All,All,black,L,stringent,50,0.010
2021,10,web,All,All,hispanic,L,stringent,50,0.006
2021,10,web,All,All,white+other,L,stringent,50,0.008
2021,10,web,Female,18-24,All,L,stringent,50,0.024
2021,10,web,Female,25-34,All,L,stringent,50,0.007
2021,10,web,Female,35-44,All,L,stringent,50,0.005
2021,10,web,Female,45-54,All,L,stringent,50,0.006
2021,10,web,Female,55+,All,L,stringent,50,0.009
2021,10,web,Female,All,All,L,stringent,50,0.009
2021,10,web,Female,All,asian,L,stringent,50,0.009
2021,10,web,Female,All,black,L,stringent,50,0.013
2021,10,web,Female,All,hispanic,L,stringent,50,0.005
2021,10,web,Female,All,white+other,L,stringent,50,0.009
2021,10,web,Male,18-24,All,L,stringent,50,0.007
2021,10,web,Male,25-34,All,L,stringent,50,0.011
2021,10,web,Male,35-44,All,L,stringent,50,0.002
2021,10,web,Male,45-54,All,L,stringent,50,0.004
2021,10,web,Male,55+,All,L,stringent,50,0.007
2021,10,web,Male,All,All,L,stringent,50,0.007
2021,10,web,Male,All,asian,L,stringent,50,0.015
2021,10,web,Male,All,black,L,stringent,50,0.005
2021,10,web,Male,All,hispanic,L,stringent,50,0.007
2021,10,web,Male,All,white+other,L,stringent,50,0.006
2021,11,web,All,18-24,All,L,stringent,50,0.009
2021,11,web,All,18-24,asian,L,stringent,50,0.009
2021,11,web,All,18-24,black,L,stringent,50,0.006
2021,11,web,All,18-24,hispanic,L,stringent,50,0.016
2021,11,web,All,18-24,white+other,L,stringent,50,0.007
2021,11,web,All,25-34,All,L,stringent,50,0.006
2021,11,web,All,25-34,asian,L,stringent,50,0.004
2021,11,web,All,25-34,black,L,stringent,50,0.013
2021,11,web,All,25-34,hispanic,L,stringent,50,0.005
2021,11,web,All,25-34,white+other,L,stringent,50,0.005
2021,11,web,All,35-44,All,L,stringent,50,0.006
2021,11,web,All,35-44,asian,L,stringent,50,0.002
2021,11,web,All,35-44,black,L,stringent,50,0.008
2021,11,web,All,35-44,hispanic,L,stringent,50,0.004
2021,11,web,All,35-44,white+other,L,stringent,50,0.006
2021,11,web,All,45-54,All,L,stringent,50,0.009
2021,11,web,All,45-54,asian,L,stringent,50,0.013
2021,11,web,All,45-54,black,L,stringent,50,0.015
2021,11,web,All,45-54,hispanic,L,stringent,50,0.003
2021,11,web,All,45-54,white+other,L,stringent,50,0.009
2021,11,web,All,55+,All,L,stringent,50,0.007
2021,11,web,All,55+,asian,L,stringent,50,0.012
2021,11,web,All,55+,black,L,stringent,50,0.010
2021,11,web,All,55+,hispanic,L,stringent,50,0.003
2021,11,web,All,55+,white+other,L,stringent,50,0.007
2021,11,web,All,All,All,L,stringent,50,0.007
2021,11,web,All,All,asian,L,stringent,50,0.008
2021,11,web,All,All,black,L,stringent,50,0.011
2021,11,web,All,All,hispanic,L,stringent,50,0.006
2021,11,web,All,All,white+other,L,stringent,50,0.007
2021,11,web,Female,18-24,All,L,stringent,50,0.015
2021,11,web,Female,25-34,All,L,stringent,50,0.007
2021,11,web,Female,35-44,All,L,stringent,50,0.009
2021,11,web,Female,45-54,All,L,stringent,50,0.009
2021,11,web,Female,55+,All,L,stringent,50,0.008
2021,11,web,Female,All,All,L,stringent,50,0.009
2021,11,web,Female,All,asian,L,stringent,50,0.012
2021,11,web,Female,All,black,L,stringent,50,0.014
2021,11,web,Female,All,hispanic,L,stringent,50,0.008
2021,11,web,Female,All,white+other,L,stringent,50,0.008
2021,11,web,Male,18-24,All,L,stringent,50,0.004
2021,11,web,Male,25-34,All,L,stringent,50,0.005
2021,11,web,Male,35-44,All,L,stringent,50,0.002
2021,11,web,Male,45-54,All,L,stringent,50,0.009
2021,11,web,Male,55+,All,L,stringent,50,0.006
2021,11,web,Male,All,All,L,stringent,50,0.006
2021,11,web,Male,All,asian,L,stringent,50,0.005
2021,11,web,Male,All,black,L,stringent,50,0.005
2021,11,web,Male,All,hispanic,L,stringent,50,0.003
2021,11,web,Male,All,white+other,L,stringent,50,0.006
2021,12,web,All,18-24,All,L,stringent,50,0.012
2021,12,web,All,18-24,asian,L,stringent,50,0.018
2021,12,web,All,18-24,black,L,stringent,50,0.005
2021,12,web,All,18-24,hispanic,L,stringent,50,0.008
2021,12,web,All,18-24,white+other,L,stringent,50,0.016
2021,12,web,All,25-34,All,L,stringent,50,0.003
2021,12,web,All,25-34,asian,L,stringent,50,0.002
2021,12,web,All,25-34,black,L,stringent,50,0.003
2021,12,web,All,25-34,hispanic,L,stringent,50,0.002
2021,12,web,All,25-34,white+other,L,stringent,50,0.005
2021,12,web,All,35-44,All,L,stringent,50,0.005
2021,12,web,All,35-44,asian,L,stringent,50,0.007
2021,12,web,All,35-44,black,L,stringent,50,0.003
2021,12,web,All,35-44,hispanic,L,stringent,50,0.004
2021,12,web,All,35-44,white+other,L,stringent,50,0.005
2021,12,web,All,45-54,All,L,stringent,50,0.007
2021,12,web,All,45-54,asian,L,stringent,50,0.001
2021,12,web,All,45-54,black,L,stringent,50,0.013
2021,12,web,All,45-54,hispanic,L,stringent,50,0.001
2021,12,web,All,45-54,white+other,L,stringent,50,0.008
2021,12,web,All,55+,All,L,stringent,50,0.007
2021,12,web,All,55+,asian,L,stringent,50,0.000
2021,12,web,All,55+,black,L,stringent,50,0.008
2021,12,web,All,55+,hispanic,L,stringent,50,0.002
2021,12,web,All,55+,white+other,L,stringent,50,0.008
2021,12,web,All,All,All,L,stringent,50,0.007
2021,12,web,All,All,asian,L,stringent,50,0.005
2021,12,web,All,All,black,L,stringent,50,0.007
2021,12,web,All,All,hispanic,L,stringent,50,0.003
2021,12,web,All,All,white+other,L,stringent,50,0.008
2021,12,web,Female,18-24,All,L,stringent,50,0.021
2021,12,web,Female,25-34,All,L,stringent,50,0.005
2021,12,web,Female,35-44,All,L,stringent,50,0.005
2021,12,web,Female,45-54,All,L,stringent,50,0.006
2021,12,web,Female,55+,All,L,stringent,50,0.006
2021,12,web,Female,All,All,L,stringent,50,0.007
2021,12,web,Female,All,asian,L,stringent,50,0.009
2021,12,web,Female,All,black,L,stringent,50,0.008
2021,12,web,Female,All,hispanic,L,stringent,50,0.003
2021,12,web,Female,All,white+other,L,stringent,50,0.008
2021,12,web,Male,18-24,All,L,stringent,50,0.003
2021,12,web,Male,25-34,All,L,stringent,50,0.001
2021,12,web,Male,35-44,All,L,stringent,50,0.004
2021,12,web,Male,45-54,All,L,stringent,50,0.008
2021,12,web,Male,55+,All,L,stringent,50,0.009
2021,12,web,Male,All,All,L,stringent,50,0.006
2021,12,web,Male,All,asian,L,stringent,50,0.001
2021,12,web,Male,All,black,L,stringent,50,0.004
2021,12,web,Male,All,hispanic,L,stringent,50,0.004
2021,12,web,Male,All,white+other,L,stringent,50,0.007
2022,1,web,All,18-24,All,L,stringent,50,0.007
2022,1,web,All,18-24,asian,L,stringent,50,0.018
2022,1,web,All,18-24,black,L,stringent,50,0.005
2022,1,web,All,18-24,hispanic,L,stringent,50,0.003
2022,1,web,All,18-24,white+other,L,stringent,50,0.008
2022,1,web,All,25-34,All,L,stringent,50,0.006
2022,1,web,All,25-34,asian,L,stringent,50,0.000
2022,1,web,All,25-34,black,L,stringent,50,0.015
2022,1,web,All,25-34,hispanic,L,stringent,50,0.006
2022,1,web,All,25-34,white+other,L,stringent,50,0.003
2022,1,web,All,35-44,All,L,stringent,50,0.005
2022,1,web,All,35-44,asian,L,stringent,50,0.001
2022,1,web,All,35-44,black,L,stringent,50,0.007
2022,1,web,All,35-44,hispanic,L,stringent,50,0.006
2022,1,web,All,35-44,white+other,L,stringent,50,0.004
2022,1,web,All,45-54,All,L,stringent,50,0.004
2022,1,web,All,45-54,asian,L,stringent,50,0.000
2022,1,web,All,45-54,black,L,stringent,50,0.006
2022,1,web,All,45-54,hispanic,L,stringent,50,0.000
2022,1,web,All,45-54,white+other,L,stringent,50,0.006
2022,1,web,All,55+,All,L,stringent,50,0.008
2022,1,web,All,55+,asian,L,stringent,50,0.000
2022,1,web,All,55+,black,L,stringent,50,0.011
2022,1,web,All,55+,hispanic,L,stringent,50,0.000
2022,1,web,All,55+,white+other,L,stringent,50,0.008
2022,1,web,All,All,All,L,stringent,50,0.006
2022,1,web,All,All,asian,L,stringent,50,0.003
2022,1,web,All,All,black,L,stringent,50,0.009
2022,1,web,All,All,hispanic,L,stringent,50,0.003
2022,1,web,All,All,white+other,L,stringent,50,0.006
2022,1,web,Female,18-24,All,L,stringent,50,0.007
2022,1,web,Female,25-34,All,L,stringent,50,0.008
2022,1,web,Female,35-44,All,L,stringent,50,0.004
2022,1,web,Female,45-54,All,L,stringent,50,0.004
2022,1,web,Female,55+,All,L,stringent,50,0.007
2022,1,web,Female,All,All,L,stringent,50,0.006
2022,1,web,Female,All,asian,L,stringent,50,0.003
2022,1,web,Female,All,black,L,stringent,50,0.012
2022,1,web,Female,All,hispanic,L,stringent,50,0.002
2022,1,web,Female,All,white+other,L,stringent,50,0.006
2022,1,web,Male,18-24,All,L,stringent,50,0.006
2022,1,web,Male,25-34,All,L,stringent,50,0.003
2022,1,web,Male,35-44,All,L,stringent,50,0.006
2022,1,web,Male,45-54,All,L,stringent,50,0.005
2022,1,web,Male,55+,All,L,stringent,50,0.008
2022,1,web,Male,All,All,L,stringent,50,0.006
2022,1,web,Male,All,asian,L,stringent,50,0.003
2022,1,web,Male,All,black,L,stringent,50,0.005
2022,1,web,Male,All,hispanic,L,stringent,50,0.004
2022,1,web,Male,All,white+other,L,stringent,50,0.007
2022,2,web,All,18-24,All,L,stringent,50,0.009
2022,2,web,All,18-24,asian,L,stringent,50,0.017
2022,2,web,All,18-24,black,L,stringent,50,0.017
2022,2,web,All,18-24,hispanic,L,stringent,50,0.003
2022,2,web,All,18-24,white+other,L,stringent,50,0.009
2022,2,web,All,25-34,All,L,stringent,50,0.008
2022,2,web,All,25-34,asian,L,stringent,50,0.010
2022,2,web,All,25-34,black,L,stringent,50,0.013
2022,2,web,All,25-34,hispanic,L,stringent,50,0.001
2022,2,web,All,25-34,white+other,L,stringent,50,0.009
2022,2,web,All,35-44,All,L,stringent,50,0.007
2022,2,web,All,35-44,asian,L,stringent,50,0.000
2022,2,web,All,35-44,black,L,stringent,50,0.001
2022,2,web,All,35-44,hispanic,L,stringent,50,0.005
2022,2,web,All,35-44,white+other,L,stringent,50,0.009
2022,2,web,All,45-54,All,L,stringent,50,0.007
2022,2,web,All,45-54,asian,L,stringent,50,0.008
2022,2,web,All,45-54,black,L,stringent,50,0.007
2022,2,web,All,45-54,hispanic,L,stringent,50,0.006
2022,2,web,All,45-54,white+other,L,stringent,50,0.007
2022,2,web,All,55+,All,L,stringent,50,0.010
2022,2,web,All,55+,asian,L,stringent,50,0.001
2022,2,web,All,55+,black,L,stringent,50,0.005
2022,2,web,All,55+,hispanic,L,stringent,50,0.011
2022,2,web,All,55+,white+other,L,stringent,50,0.010
2022,2,web,All,All,All,L,stringent,50,0.008
2022,2,web,All,All,asian,L,stringent,50,0.007
2022,2,web,All,All,black,L,stringent,50,0.008
2022,2,web,All,All,hispanic,L,stringent,50,0.005
2022,2,web,All,All,white+other,L,stringent,50,0.009
2022,2,web,Female,18-24,All,L,stringent,50,0.010
2022,2,web,Female,25-34,All,L,stringent,50,0.009
2022,2,web,Female,35-44,All,L,stringent,50,0.004
2022,2,web,Female,45-54,All,L,stringent,50,0.005
2022,2,web,Female,55+,All,L,stringent,50,0.008
2022,2,web,Female,All,All,L,stringent,50,0.007
2022,2,web,Female,All,asian,L,stringent,50,0.005
2022,2,web,Female,All,black,L,stringent,50,0.010
2022,2,web,Female,All,hispanic,L,stringent,50,0.005
2022,2,web,Female,All,white+other,L,stringent,50,0.007
2022,2,web,Male,18-24,All,L,stringent,50,0.008
2022,2,web,Male,25-34,All,L,stringent,50,0.007
2022,2,web,Male,35-44,All,L,stringent,50,0.011
2022,2,web,Male,45-54,All,L,stringent,50,0.009
2022,2,web,Male,55+,All,L,stringent,50,0.012
2022,2,web,Male,All,All,L,stringent,50,0.010
2022,2,web,Male,All,asian,L,stringent,50,0.009
2022,2,web,Male,All,black,L,stringent,50,0.004
2022,2,web,Male,All,hispanic,L,stringent,50,0.006
2022,2,web,Male,All,white+other,L,stringent,50,0.012
2022,3,web,All,18-24,All,L,stringent,50,0.010
2022,3,web,All,18-24,asian,L,stringent,50,0.006
2022,3,web,All,18-24,black,L,stringent,50,0.010
2022,3,web,All,18-24,hispanic,L,stringent,50,0.016
2022,3,web,All,18-24,white+other,L,stringent,50,0.007
2022,3,web,All,25-34,All,L,stringent,50,0.005
2022,3,web,All,25-34,asian,L,stringent,50,0.015
2022,3,web,All,25-34,black,L,stringent,50,0.007
2022,3,web,All,25-34,hispanic,L,stringent,50,0.002
2022,3,web,All,25-34,white+other,L,stringent,50,0.005
2022,3,web,All,35-44,All,L,stringent,50,0.004
2022,3,web,All,35-44,asian,L,stringent,50,0.000
2022,3,web,All,35-44,black,L,stringent,50,0.002
2022,3,web,All,35-44,hispanic,L,stringent,50,0.002
2022,3,web,All,35-44,white+other,L,stringent,50,0.005
2022,3,web,All,45-54,All,L,stringent,50,0.005
2022,3,web,All,45-54,asian,L,stringent,50,0.001
2022,3,web,All,45-54,black,L,stringent,50,0.005
2022,3,web,All,45-54,hispanic,L,stringent,50,0.003
2022,3,web,All,45-54,white+other,L,stringent,50,0.006
2022,3,web,All,55+,All,L,stringent,50,0.008
2022,3,web,All,55+,asian,L,stringent,50,0.001
2022,3,web,All,55+,black,L,stringent,50,0.009
2022,3,web,All,55+,hispanic,L,stringent,50,0.010
2022,3,web,All,55+,white+other,L,stringent,50,0.007
2022,3,web,All,All,All,L,stringent,50,0.006
2022,3,web,All,All,asian,L,stringent,50,0.004
2022,3,web,All,All,black,L,stringent,50,0.007
2022,3,web,All,All,hispanic,L,stringent,50,0.006
2022,3,web,All,All,white+other,L,stringent,50,0.006
2022,3,web,Female,18-24,All,L,stringent,50,0.011
2022,3,web,Female,25-34,All,L,stringent,50,0.009
2022,3,web,Female,35-44,All,L,stringent,50,0.002
2022,3,web,Female,45-54,All,L,stringent,50,0.005
2022,3,web,Female,55+,All,L,stringent,50,0.006
2022,3,web,Female,All,All,L,stringent,50,0.006
2022,3,web,Female,All,asian,L,stringent,50,0.008
2022,3,web,Female,All,black,L,stringent,50,0.008
2022,3,web,Female,All,hispanic,L,stringent,50,0.006
2022,3,web,Female,All,white+other,L,stringent,50,0.006
2022,3,web,Male,18-24,All,L,stringent,50,0.008
